shrink_mode,lambda,num_trees,ROC AUC,replication
hs,1,1,0.474264705882353,0
hs,1,2,0.30514705882352944,0
hs,1,3,0.27941176470588236,0
hs,1,4,0.3088235294117647,0
hs,1,5,0.2867647058823529,0
hs,1,6,0.30514705882352944,0
hs,1,7,0.3125,0
hs,1,8,0.34191176470588236,0
hs,1,9,0.4154411764705882,0
hs,1,10,0.40808823529411764,0
hs,1,11,0.4117647058823529,0
hs,1,12,0.43014705882352944,0
hs,1,13,0.4411764705882353,0
hs,1,14,0.4154411764705882,0
hs,1,15,0.41911764705882354,0
hs,1,16,0.44485294117647056,0
hs,1,17,0.463235294117647,0
hs,1,18,0.49264705882352944,0
hs,1,19,0.5036764705882354,0
hs,1,20,0.4742647058823529,0
hs,1,21,0.5,0
hs,1,22,0.4963235294117647,0
hs,1,23,0.5036764705882353,0
hs,1,24,0.5183823529411764,0
hs,1,25,0.5257352941176471,0
hs,1,26,0.5367647058823529,0
hs,1,27,0.5294117647058822,0
hs,1,28,0.5514705882352942,0
hs,1,29,0.5735294117647058,0
hs,1,30,0.5551470588235294,0
hs,1,31,0.5588235294117647,0
hs,1,32,0.588235294117647,0
hs,1,33,0.5845588235294117,0
hs,1,34,0.5992647058823529,0
hs,1,35,0.5772058823529411,0
hs,1,36,0.5808823529411764,0
hs,1,37,0.5661764705882353,0
hs,1,38,0.5698529411764706,0
hs,1,39,0.5441176470588235,0
hs,1,40,0.5404411764705883,0
hs,1,41,0.5625,0
hs,1,42,0.5661764705882353,0
hs,1,43,0.5588235294117647,0
hs,1,44,0.5514705882352942,0
hs,1,45,0.5477941176470589,0
hs,1,46,0.5404411764705883,0
hs,1,47,0.5404411764705883,0
hs,1,48,0.5404411764705881,0
hs,1,49,0.5477941176470588,0
hs,1,50,0.5588235294117647,0
hs,1,51,0.5441176470588235,0
hs,1,52,0.5514705882352942,0
hs,1,53,0.5367647058823529,0
hs,1,54,0.5330882352941176,0
hs,1,55,0.5330882352941176,0
hs,1,56,0.5330882352941176,0
hs,1,57,0.5404411764705883,0
hs,1,58,0.5367647058823529,0
hs,1,59,0.5404411764705883,0
hs,1,60,0.5330882352941176,0
hs,1,61,0.5367647058823529,0
hs,1,62,0.5404411764705883,0
hs,1,63,0.5441176470588235,0
hs,1,64,0.5588235294117647,0
hs,1,65,0.5551470588235294,0
hs,1,66,0.5551470588235294,0
hs,1,67,0.5625,0
hs,1,68,0.5588235294117647,0
hs,1,69,0.5588235294117647,0
hs,1,70,0.5588235294117647,0
hs,1,71,0.5477941176470588,0
hs,1,72,0.5477941176470589,0
hs,1,73,0.5441176470588235,0
hs,1,74,0.5441176470588235,0
hs,1,75,0.5477941176470589,0
hs,1,76,0.5551470588235294,0
hs,1,77,0.5477941176470589,0
hs,1,78,0.5514705882352942,0
hs,1,79,0.5477941176470589,0
hs,1,80,0.5441176470588235,0
hs,1,81,0.5404411764705882,0
hs,1,82,0.5514705882352942,0
hs,1,83,0.5551470588235294,0
hs,1,84,0.5514705882352942,0
hs,1,85,0.5588235294117647,0
hs,1,86,0.5588235294117647,0
hs,1,87,0.5514705882352942,0
hs,1,88,0.5441176470588235,0
hs,1,89,0.5551470588235294,0
hs,1,90,0.5514705882352942,0
hs,1,91,0.5551470588235294,0
hs,1,92,0.5477941176470589,0
hs,1,93,0.5514705882352942,0
hs,1,94,0.5477941176470589,0
hs,1,95,0.5441176470588235,0
hs,1,96,0.5404411764705882,0
hs,1,97,0.5551470588235294,0
hs,1,98,0.5625,0
hs,1,99,0.5625,0
hs,1,100,0.5661764705882353,0
hs_entropy,1,1,0.6544117647058825,0
hs_entropy,1,2,0.5716911764705882,0
hs_entropy,1,3,0.5257352941176471,0
hs_entropy,1,4,0.5220588235294117,0
hs_entropy,1,5,0.47058823529411764,0
hs_entropy,1,6,0.4963235294117647,0
hs_entropy,1,7,0.44852941176470584,0
hs_entropy,1,8,0.5367647058823529,0
hs_entropy,1,9,0.5441176470588236,0
hs_entropy,1,10,0.5294117647058824,0
hs_entropy,1,11,0.5330882352941176,0
hs_entropy,1,12,0.5257352941176471,0
hs_entropy,1,13,0.5036764705882353,0
hs_entropy,1,14,0.5073529411764706,0
hs_entropy,1,15,0.5036764705882353,0
hs_entropy,1,16,0.4816176470588235,0
hs_entropy,1,17,0.5036764705882353,0
hs_entropy,1,18,0.4852941176470589,0
hs_entropy,1,19,0.5036764705882353,0
hs_entropy,1,20,0.474264705882353,0
hs_entropy,1,21,0.4852941176470589,0
hs_entropy,1,22,0.4889705882352941,0
hs_entropy,1,23,0.49264705882352944,0
hs_entropy,1,24,0.5147058823529411,0
hs_entropy,1,25,0.5073529411764706,0
hs_entropy,1,26,0.5073529411764706,0
hs_entropy,1,27,0.5073529411764706,0
hs_entropy,1,28,0.5220588235294117,0
hs_entropy,1,29,0.5330882352941176,0
hs_entropy,1,30,0.5441176470588236,0
hs_entropy,1,31,0.5404411764705882,0
hs_entropy,1,32,0.5404411764705882,0
hs_entropy,1,33,0.5514705882352942,0
hs_entropy,1,34,0.5441176470588236,0
hs_entropy,1,35,0.5477941176470589,0
hs_entropy,1,36,0.5477941176470589,0
hs_entropy,1,37,0.5183823529411764,0
hs_entropy,1,38,0.5220588235294117,0
hs_entropy,1,39,0.5110294117647058,0
hs_entropy,1,40,0.5110294117647058,0
hs_entropy,1,41,0.4963235294117647,0
hs_entropy,1,42,0.4963235294117647,0
hs_entropy,1,43,0.5110294117647058,0
hs_entropy,1,44,0.5183823529411764,0
hs_entropy,1,45,0.5110294117647058,0
hs_entropy,1,46,0.4963235294117647,0
hs_entropy,1,47,0.4963235294117647,0
hs_entropy,1,48,0.5,0
hs_entropy,1,49,0.5110294117647058,0
hs_entropy,1,50,0.4963235294117647,0
hs_entropy,1,51,0.4963235294117647,0
hs_entropy,1,52,0.5,0
hs_entropy,1,53,0.48897058823529416,0
hs_entropy,1,54,0.5,0
hs_entropy,1,55,0.474264705882353,0
hs_entropy,1,56,0.4779411764705882,0
hs_entropy,1,57,0.48529411764705876,0
hs_entropy,1,58,0.5036764705882353,0
hs_entropy,1,59,0.5073529411764707,0
hs_entropy,1,60,0.5036764705882353,0
hs_entropy,1,61,0.5147058823529411,0
hs_entropy,1,62,0.5147058823529412,0
hs_entropy,1,63,0.5110294117647058,0
hs_entropy,1,64,0.5110294117647058,0
hs_entropy,1,65,0.5147058823529411,0
