alpha,feature,n,DI_orig,DI_shuffled
0.9029645261298306,4,446,7.2038885747871255,0.699753130419847
0.6820889187475943,41,143,4.394142106404406,1.3973858824343888
0.8662041797679535,13,86,4.221313840045379,0.5652162790697661
0.6789261796047145,48,82,2.6844786295005716,0.8621842572061988
0.8889572850743085,41,40,2.8126,0.3126
0.7500812504687382,19,8,4.0001,1.0001
0.9176153683824203,42,32,1.9376,0.1598222222222223
0.8244099926266966,32,42,3.3885711779448653,0.5953380952380967
0.0001,2,38,2.9039112522686037,2.9039112522686037
0.4765982904024363,41,29,2.702526564495526,1.4147772767462385
0.8227716108214833,14,27,1.9101529100529107,0.3387243386243386
0.8750540649115915,43,21,1.9048619047619053,0.23819523809523924
0.8000733342221926,31,6,3.0001,0.6001000000000001
0.7500812504687381,22,9,4.0001,1.0001000000000007
0.48766984180068185,33,57,5.445826384927836,2.7906056759545916
0.8858353727099287,44,29,5.340789655172415,0.6102633393829444
0.8477680948139081,14,25,2.0376757575757627,0.31040303030302896
0.8381513401678973,46,22,1.9091909090909052,0.30919090909090596
0.0001,1,3,1.3334333333333332,1.3334333333333332
0.80745604805992,21,28,5.00605238095238,0.9643857142857135
0.9481975829437244,6,16,1.8751,0.09732222222222232
0.7273522733025406,29,12,3.5556555555555556,0.9697969696969697
0.8438025417320276,19,9,1.7778777777777777,0.27787777777777767
0.8208494980881975,32,303,4.492770550947522,0.8053313762319088
0.756151018484748,26,217,5.337536685178602,1.3020866381496143
0.44412369055756473,48,117,4.863997137869742,2.704267177851387
0.9205033048910105,42,44,3.827851196172244,0.30468430458430285
0.8849032573905038,28,19,4.352146783625733,0.5013531328320802
0.5625819202239929,37,9,3.111211111111111,1.3612111111111107
0.0001,20,10,1.8000999999999994,1.8000999999999994
0.8309535248677185,18,73,4.994920976167526,0.844873276683032
0.06049525279193514,22,47,4.589677551649713,4.312482815684358
0.7731271216839322,44,24,3.0304030303030256,0.6878192982456117
0.7719963080111862,19,22,2.3031303030303056,0.5253525252525282
0.7500437542184337,7,3,1.3334333333333332,0.33343333333333325
0.586818342097227,2,23,3.5882006864988516,1.4829375286041133
0.5938292082540966,45,19,2.85570053981107,1.1601877192982473
0.928621133676689,43,13,1.846253846153844,0.1319681318681294
0.750071876054648,47,6,2.6667666666666667,0.6667666666666665
0.8327260380885875,7,26,4.478989531521104,0.7496662232504285
0.46675033390498,43,7,2.8572428571428574,1.523909523809524
0.0001,27,19,1.8948368421052662,1.8948368421052662
0.707243800490361,32,100,4.443929787234044,1.3014323883770411
0.4694962244974813,48,94,2.7597996245306686,1.4643601004064062
0.3397497415201757,6,85,4.583003336773299,3.026387438052145
0.7500578148729133,33,9,1.7778777777777777,0.4445444444444444
0.5022294209545541,35,76,2.977794235588981,1.4825561403508767
0.8000520028798275,32,6,1.666766666666666,0.3334333333333328
0.39412793270868374,39,70,4.157542557442557,2.5193546583850925
0.7050991302322218,31,44,3.2874376623376613,0.9697969696969617
0.7408187935172291,10,16,3.3751,0.8751
0.8889559682974699,6,12,2.700100000000001,0.3001000000000016
0.8333870396089109,16,10,1.8000999999999994,0.30009999999999937
0.907460359092493,23,28,1.9286714285714253,0.17867142857142526
0.4436613334362921,46,26,3.875557875457877,2.156510256410258
0.777858873916259,40,14,4.114385714285715,0.9143857142857146
0.0001,24,5,1.6000999999999992,1.6000999999999992
0.2425121218181523,45,12,2.000099999999999,1.5152515151515127
0.0001,16,3,1.3334333333333332,1.3334333333333332
0.8709138755818244,49,86,5.489366547406089,0.7091499897701736
0.48988480560285097,23,34,4.407507407407408,2.248777248677245
0.28134244586682944,43,27,3.7231273752012837,2.676025925925926
0.7883642928293156,41,23,2.673586786018758,0.5660937888198789
0.5994711787494906,33,17,1.6545117647058836,0.6628450980392182
0.8889414840097414,29,16,1.8751,0.20843333333333391
0.750071876054648,6,6,2.6667666666666667,0.6667666666666665
0.5172163655875475,22,52,2.3963356792143973,1.157151282051281
0.436951933643296,17,47,1.5052954477981235,0.8477042207230621
0.8338360489653734,9,43,1.4140534883720928,0.23510611995104047
0.6250739594183576,4,5,2.4001,0.9000999999999999
0.6667333349999167,44,4,2.0001,0.6667666666666667
0.5556324083718734,11,5,2.4001,1.0667666666666666
0.40521486074450797,18,447,4.388629591214091,2.6107305255101676
0.44656128809396856,21,407,4.667027770654283,2.583380540597649
0.8444335308435155,6,274,3.685552792252633,0.57371699005979
0.0001,26,27,3.041523001949322,3.041523001949322
0.6400829337884323,30,8,3.7501,1.3501
0.8188625010297436,48,19,1.690158479532163,0.3063200956937806
0.9412266462363754,38,18,1.8889888888888893,0.11121111111111161
0.7415705811519229,49,247,3.0419957595375178,0.7864453958515496
0.4286885805102002,13,233,3.4324174470248523,1.9613225256860256
0.19017628418816646,9,205,3.456394500833204,2.799415877426416
0.8342039153930901,17,184,2.8905446082043764,0.47953003288272034
0.19229156113782753,26,177,3.657786589354743,2.9547908744376454
0.0001,9,120,3.6877190476190482,3.6877190476190482
0.7968737652165232,21,70,4.1984016983017085,0.8532253692544105
0.8222163949054251,27,26,4.569330769230769,0.8128090301003363
0.8036509677828975,9,15,3.927372727272728,0.77152857142857
0.6875645526090064,7,11,1.9394939393939383,0.6061606060606051
0.7500437542184337,15,3,1.3334333333333332,0.33343333333333325
0.7611334725218373,43,44,4.121700621600619,0.9849484848484844
0.5726102169033943,24,26,3.8077923076923086,1.6277923076923086
0.6667222251849876,48,4,1.5001,0.5001
0.44205651694738635,40,18,5.688988888888891,3.174703174603175
0.8334072924804437,42,10,3.2000999999999986,0.5334333333333319
0.44750117315259375,45,50,5.226766666666663,2.888305128205126
0.6446169308982637,32,20,4.5011989010989,1.6000999999999996
0.8775572239603316,43,13,2.0513820512820513,0.25138205128205193
0.7500437542184337,21,3,1.3334333333333332,0.33343333333333325
0.7778324100538577,49,7,1.7143857142857146,0.38105238095238136
0.7058872121288917,24,30,1.5541229885057481,0.4572428571428546
0.5943005608889509,40,29,1.6651246305418683,0.675706641123883
0.8875214352845462,33,28,1.7884597883597841,0.2013422360248487
0.0001,48,27,0.9260259259259311,0.9260259259259311
0.0001,31,2,1.0001,1.0001
0.5937659410643034,25,57,3.291777469535909,1.3375613003096023
0.44200522894147243,27,28,3.1649351648351707,1.7663337662337677
0.0001,5,26,1.2924076923076881,1.2924076923076881
0.9722817146507784,1,5,2.4001,0.06676666666666665
0.6570154483085715,47,29,2.8161919540229907,0.9661919540229855
0.7500718760546486,5,24,2.6667666666666645,0.6667666666666643
0.7111939921816691,28,16,4.153946153846156,1.2001000000000028
0.7222831039707579,47,13,1.846253846153844,0.5129205128205108
0.5715095244444235,40,8,3.0001,1.2858142857142854
0.8678234160535435,27,21,1.9207349206349218,0.2540682539682557
0.7500437542184337,23,3,1.3334333333333332,0.33343333333333325
0.8824062308466017,43,18,1.8889888888888893,0.2223222222222232
0.9334193527471439,37,28,6.675924175824174,0.44515494505494524
0.6384706281656263,27,13,2.871894871794873,1.0385615384615392
0.9000662512655776,18,6,2.6667666666666667,0.2667666666666666
0.6827209338188256,46,14,2.8810523809523807,0.9143857142857159
0.8182371925167712,9,12,1.8334333333333348,0.3334333333333348
0.6904279460752956,33,133,4.3504661702983185,1.3472177944862234
0.8636779184067314,5,87,3.172170681077372,0.4327541274817117
0.6905633675850782,41,20,5.384715384615386,1.666766666666667
0.0001,35,13,3.1154846153846143,3.1154846153846143
0.6667222251849876,11,4,1.5001,0.5001
0.6625254444095314,40,67,2.7785156142365044,0.9379561736770656
0.8242596430018748,41,65,2.735984804850327,0.48109654482632735
0.915563520849013,25,58,2.6983433311646,0.22810844475720082
0.9392082363540097,19,53,1.814323512336719,0.11047735849057029
0.6573451397177873,49,52,1.885469532428356,0.6462538461538501
0.9575513673066651,30,51,0.9608843137254925,0.040884313725493074
0.0001,49,2,1.0001,1.0001
0.6250739594183576,2,5,2.4001,0.9000999999999999
0.7000795839288019,27,7,3.4286714285714295,1.0286714285714293
0.32743973109842894,45,46,5.296406685366994,3.562682345191041
0.31258535224911355,31,15,2.133433333333333,1.4667666666666659
0.0001,32,3,1.3334333333333332,1.3334333333333332
0.8611972079791071,36,31,6.193648387096777,0.8603150537634419
0.5372714370245005,16,25,2.88105238095238,1.3334333333333312
0.6667222251849876,20,4,1.5001,0.5001
0.5527163092861911,47,21,3.619147619047617,1.6191476190476168
0.6494357411321031,37,40,4.355655555555558,1.5273727272727273
0.719469587349707,23,36,3.959695959595962,1.1112111111111125
0.8513797732817504,30,33,3.2608105538139998,0.4849484848484791
0.5172179766943035,30,29,1.795666502463056,0.8670950738916241
0.5600059358027873,14,28,0.595338095238092,0.2620047619047592
0.7500437542184337,38,3,1.3334333333333332,0.33343333333333325
0.6667222251849876,47,4,1.5001,0.5001
0.7137874945399185,24,447,4.997495908776354,1.430845574668265
0.7768489981304322,26,417,4.810377889443597,1.0739216831895002
0.7191214053606394,16,190,3.8539616289540715,1.0828807222975358
0.8945826969709004,25,123,3.7580400437967225,0.39653825009678934
0.3414554708856371,45,85,3.4167427546628386,2.2504189227498164
0.6411564842170121,18,82,3.6762346094473526,1.319560575558132
0.862624001538826,28,79,2.5041619686378245,0.3442621669469841
0.6000800006666445,21,12,3.0001,1.2001000000000002
0.8000520028798268,33,8,1.6667666666666667,0.3334333333333339
0.7500437542184337,6,3,1.3334333333333332,0.33343333333333325
0.4811388214009631,19,67,1.6816920398009947,0.8727328830157426
0.0001,36,3,1.3334333333333332,1.3334333333333332
0.3899909019714295,25,64,1.5556555555555571,0.9491196078431356
0.3553407777257426,30,63,1.5874015873015834,1.0234918128654906
0.0001,5,7,1.9286714285714293,1.9286714285714293
0.0001,37,4,1.5001,1.5001
0.9029311918466667,8,56,1.4712246200607906,0.14295714285714767
0.6000760009599616,11,9,2.5001,1.0001
0.0001,36,4,1.5001,1.5001
0.9536235981633183,35,47,0.95754680851064,0.04450333024977261
0.0001,24,2,1.0001,1.0001
0.5302673240713074,42,38,5.614135087719305,2.637704111288326
0.8304266869960458,26,30,5.029861904761904,0.8534333333333317
0.0001,34,16,1.8751,1.8751
0.5775878727546722,17,14,4.762004761904762,2.0120047619047616
0.0001,44,6,1.666766666666666,1.666766666666666
0.8136519133693605,37,67,4.168911116829644,0.7772855010660893
0.7265016296867344,38,58,3.5293238050858773,0.9656172413793096
0.5527206186384316,44,21,5.042116806722687,2.2557390977443625
0.5937149129271675,41,17,1.6545117647058836,0.6723689075630264
0.8533878246493516,40,16,1.8751,0.2751000000000008
0.5973127488402232,46,37,4.417345817245816,1.7792505791505795
0.8929257544517138,31,30,2.8445444444444434,0.3048619047619019
